event;station;channel;tP;tS;tPerr;tSerr;timing_delay;ti;ti_utc;evt2sta_dist
event_012;STA01;HHZ;1047927411.2861977;1047927411.8424311;0.0;0.0;0.0;1047927410.5263158;2003-03-17 18:56:50.526316;2.279645463148395
event_012;STA02;HHZ;1047927411.0876522;1047927411.4985505;0.0;0.0;9.9658449300667;1047927410.5263158;2003-03-17 18:56:50.526316;1.684009370101112
event_012;STA03;HHZ;1047927413.8167332;1047927416.2253187;0.0;0.0;0.0;1047927410.5263158;2003-03-17 18:56:50.526316;9.871252165711864
event_012;STA04;HHZ;1047927411.2643296;1047927411.8045557;0.0;0.0;0.0;1047927410.5263158;2003-03-17 18:56:50.526316;2.214041228074381
event_012;STA05;HHZ;1047927413.55996;1047927415.7805874;0.0;0.0;15.555555555555555;1047927410.5263158;2003-03-17 18:56:50.526316;9.100932478752949
event_012;STA06;HHZ;1047927411.5999483;1047927412.3858473;0.0;0.0;0.0;1047927410.5263158;2003-03-17 18:56:50.526316;3.220897541077112
event_012;STA07;HHZ;1047927411.4015568;1047927412.0422332;0.0;0.0;18.94736842105263;1047927410.5263158;2003-03-17 18:56:50.526316;2.625722991917203
event_012;STA08;HHZ;1047927411.5399383;1047927412.28191;0.0;0.0;0.0;1047927410.5263158;2003-03-17 18:56:50.526316;3.040867507194144
event_012;STA09;HHZ;1047927412.3371893;1047927413.6627487;0.0;0.0;0.0;1047927410.5263158;2003-03-17 18:56:50.526316;5.4326204960020705
event_012;STA10;HHZ;1047927410.9647864;1047927411.2857468;0.0;0.0;0.0;1047927410.5263158;2003-03-17 18:56:50.526316;1.3154117131874796
event_012;STA11;HHZ;1047927412.7239411;1047927414.3326027;0.0;0.0;0.0;1047927410.5263158;2003-03-17 18:56:50.526316;6.592875697986677
event_012;STA12;HHZ;1047927411.5299495;1047927412.2646093;0.0;0.0;0.0;1047927410.5263158;2003-03-17 18:56:50.526316;3.010901089863583
event_012;STA13;HHZ;1047927412.3724686;1047927413.7238525;0.0;0.0;0.0;1047927410.5263158;2003-03-17 18:56:50.526316;5.5384584405037804
event_012;STA14;HHZ;1047927414.6486852;1047927417.6662598;0.0;0.0;0.0;1047927410.5263158;2003-03-17 18:56:50.526316;12.367108377915814
event_013;STA00;HHZ;1048473095.7929472;1048473096.566016;0.0;0.0;0.0;1048473094.7368422;2003-03-24 02:31:34.736842;3.1683149378236775
event_013;STA01;HHZ;1048473096.0093005;1048473096.94074;0.0;0.0;0.0;1048473094.7368422;2003-03-24 02:31:34.736842;3.8173750829884496
event_013;STA02;HHZ;1048473095.7093192;1048473096.4211725;0.0;0.0;7.357239106731322;1048473094.7368422;2003-03-24 02:31:34.736842;2.917431356899977
event_013;STA03;HHZ;1048473097.841687;1048473100.1144334;0.0;0.0;0.0;1048473094.7368422;2003-03-24 02:31:34.736842;9.314534500819196
event_013;STA04;HHZ;1048473095.581346;1048473096.199523;0.0;0.0;0.0;1048473094.7368422;2003-03-24 02:31:34.736842;2.533511759539015
event_013;STA05;HHZ;1048473097.5897471;1048473099.6780734;0.0;0.0;13.333333333333332;1048473094.7368422;2003-03-24 02:31:34.736842;8.558714702561613
event_013;STA06;HHZ;1048473096.2525748;1048473097.362091;0.0;0.0;0.0;1048473094.7368422;2003-03-24 02:31:34.736842;4.547197767063545
event_013;STA07;HHZ;1048473096.1403085;1048473097.1676459;0.0;0.0;20.526315789473685;1048473094.7368422;2003-03-24 02:31:34.736842;4.2103990702455265
event_013;STA08;HHZ;1048473096.022096;1048473096.962902;0.0;0.0;0.0;1048473094.7368422;2003-03-24 02:31:34.736842;3.8557617995655087
event_013;STA09;HHZ;1048473097.060421;1048473098.7612808;0.0;0.0;0.0;1048473094.7368422;2003-03-24 02:31:34.736842;6.970736604465634
event_013;STA10;HHZ;1048473095.4298099;1048473095.9370623;0.0;0.0;0.0;1048473094.7368422;2003-03-24 02:31:34.736842;2.0789031702993137
event_013;STA11;HHZ;1048473096.5299668;1048473097.8425341;0.0;0.0;0.0;1048473094.7368422;2003-03-24 02:31:34.736842;5.379374002989435
event_013;STA12;HHZ;1048473096.0493172;1048473097.010049;0.0;0.0;0.0;1048473094.7368422;2003-03-24 02:31:34.736842;3.9374252597890527
event_013;STA13;HHZ;1048473096.8938519;1048473098.472783;0.0;0.0;0.0;1048473094.7368422;2003-03-24 02:31:34.736842;6.4710291187702165
event_013;STA14;HHZ;1048473098.4479951;1048473101.1645589;0.0;0.0;0.0;1048473094.7368422;2003-03-24 02:31:34.736842;11.133458587828548
event_014;STA00;HHZ;1049018780.0057521;1049018780.7804888;0.0;0.0;0.0;1049018778.9473684;2003-03-30 10:06:18.947368;3.175150994687086
event_014;STA01;HHZ;1049018780.0605547;1049018780.8754071;0.0;0.0;0.0;1049018778.9473684;2003-03-30 10:06:18.947368;3.3395589159253567
event_014;STA02;HHZ;1049018779.6718576;1049018780.2021837;0.0;0.0;1.6459459028073469;1049018778.9473684;2003-03-30 10:06:18.947368;2.173467581458139
event_014;STA03;HHZ;1049018781.8139929;1049018783.9123619;0.0;0.0;0.0;1049018778.9473684;2003-03-30 10:06:18.947368;8.599873298030536
event_014;STA04;HHZ;1049018779.88322;1049018780.5682633;0.0;0.0;0.0;1049018778.9473684;2003-03-30 10:06:18.947368;2.8075547193055037
event_014;STA05;HHZ;1049018781.5580407;1049018783.469053;0.0;0.0;11.11111111111111;1049018778.9473684;2003-03-30 10:06:18.947368;7.832017222555071
event_014;STA06;HHZ;1049018780.5025266;1049018781.6409024;0.0;0.0;0.0;1049018778.9473684;2003-03-30 10:06:18.947368;4.665474603008391
event_014;STA07;HHZ;1049018780.2987338;1049018781.2879333;0.0;0.0;22.105263157894736;1049018778.9473684;2003-03-30 10:06:18.947368;4.054096349392618
event_014;STA08;HHZ;1049018780.3376946;1049018781.3554134;0.0;0.0;0.0;1049018778.9473684;2003-03-30 10:06:18.947368;4.170978811199373
event_014;STA09;HHZ;1049018781.1918201;1049018782.8347589;0.0;0.0;0.0;1049018778.9473684;2003-03-30 10:06:18.947368;6.7333553752427875
event_014;STA10;HHZ;1049018779.6451826;1049018780.1559826;0.0;0.0;0.0;1049018778.9473684;2003-03-30 10:06:18.947368;2.093442611847538
event_014;STA11;HHZ;1049018780.7860483;1049018782.1319621;0.0;0.0;0.0;1049018778.9473684;2003-03-30 10:06:18.947368;5.516039778521124
event_014;STA12;HHZ;1049018779.9814543;1049018780.738405;0.0;0.0;0.0;1049018778.9473684;2003-03-30 10:06:18.947368;3.1022574579097992
event_014;STA13;HHZ;1049018781.2281778;1049018782.8977302;0.0;0.0;0.0;1049018778.9473684;2003-03-30 10:06:18.947368;6.842428196129484
event_014;STA14;HHZ;1049018782.7669894;1049018785.5629519;0.0;0.0;0.0;1049018778.9473684;2003-03-30 10:06:18.947368;11.458862941914944
event_015;STA00;HHZ;1049564464.0254092;1049564464.6604298;0.0;0.0;0.0;1049564463.1578947;2003-04-05 17:41:03.157895;2.602543503822951
event_015;STA01;HHZ;1049564464.0796593;1049564464.7543911;0.0;0.0;0.0;1049564463.1578947;2003-04-05 17:41:03.157895;2.765293972422696
event_015;STA02;HHZ;1049564463.7897891;1049564464.2523357;0.0;0.0;-4.759473930370729;1049564463.1578947;2003-04-05 17:41:03.157895;1.8956829977822403
event_015;STA03;HHZ;1049564466.2521042;1049564468.5170655;0.0;0.0;0.0;1049564463.1578947;2003-04-05 17:41:03.157895;9.282628408869117
event_015;STA04;HHZ;1049564464.0551759;1049564464.7119857;0.0;0.0;0.0;1049564463.1578947;2003-04-05 17:41:03.157895;2.6918435722939074
event_015;STA05;HHZ;1049564465.9969028;1049564468.0750568;0.0;0.0;8.88888888888889;1049564463.1578947;2003-04-05 17:41:03.157895;8.517024272222411
event_015;STA06;HHZ;1049564464.4899235;1049564465.4649684;0.0;0.0;0.0;1049564463.1578947;2003-04-05 17:41:03.157895;3.996086063682655
event_015;STA07;HHZ;1049564464.2750537;1049564465.0928142;0.0;0.0;23.68421052631579;1049564463.1578947;2003-04-05 17:41:03.157895;3.3514771096238047
event_015;STA08;HHZ;1049564464.3994594;1049564465.3082848;0.0;0.0;0.0;1049564463.1578947;2003-04-05 17:41:03.157895;3.724693958963731
event_015;STA09;HHZ;1049564465.1553878;1049564466.6175528;0.0;0.0;0.0;1049564463.1578947;2003-04-05 17:41:03.157895;5.992479237728012
event_015;STA10;HHZ;1049564463.7935147;1049564464.2587885;0.0;0.0;0.0;1049564463.1578947;2003-04-05 17:41:03.157895;1.9068598283622904
event_015;STA11;HHZ;1049564465.252041;1049564466.7849561;0.0;0.0;0.0;1049564463.1578947;2003-04-05 17:41:03.157895;6.282438800754034
event_015;STA12;HHZ;1049564464.1487954;1049564464.8741345;0.0;0.0;0.0;1049564463.1578947;2003-04-05 17:41:03.157895;2.9727017875408985
event_015;STA13;HHZ;1049564465.2395195;1049564466.7632688;0.0;0.0;0.0;1049564463.1578947;2003-04-05 17:41:03.157895;6.244874350580273
event_015;STA14;HHZ;1049564467.1969953;1049564470.1536169;0.0;0.0;0.0;1049564463.1578947;2003-04-05 17:41:03.157895;12.117301758613436
event_016;STA00;HHZ;1050110148.4347636;1050110149.2153263;0.0;0.0;0.0;1050110147.3684211;2003-04-12 01:15:47.368421;3.1990275406675206
event_016;STA01;HHZ;1050110148.7208678;1050110149.7108587;0.0;0.0;0.0;1050110147.3684211;2003-04-12 01:15:47.368421;4.057339916521396
event_016;STA02;HHZ;1050110148.3875717;1050110149.13359;0.0;0.0;-9.157733266550572;1050110147.3684211;2003-04-12 01:15:47.368421;3.0574520090870356
event_016;STA03;HHZ;1050110150.4394269;1050110152.6874031;0.0;0.0;0.0;1050110147.3684211;2003-04-12 01:15:47.368421;9.213017322465802
event_016;STA04;HHZ;1050110148.0822811;1050110148.6048267;0.0;0.0;0.0;1050110147.3684211;2003-04-12 01:15:47.368421;2.1415802213322324
event_016;STA05;HHZ;1050110150.1866245;1050110152.2495494;0.0;0.0;6.666666666666666;1050110147.3684211;2003-04-12 01:15:47.368421;8.454610200921477
event_016;STA06;HHZ;1050110148.9202054;1050110150.0561115;0.0;0.0;0.0;1050110147.3684211;2003-04-12 01:15:47.368421;4.655352824231788
event_016;STA07;HHZ;1050110148.8408312;1050110149.9186354;0.0;0.0;25.263157894736842;1050110147.3684211;2003-04-12 01:15:47.368421;4.417230214243849
event_016;STA08;HHZ;1050110148.6169621;1050110149.5308942;0.0;0.0;0.0;1050110147.3684211;2003-04-12 01:15:47.368421;3.7456231415084753
event_016;STA09;HHZ;1050110149.8054339;1050110151.5893272;0.0;0.0;0.0;1050110147.3684211;2003-04-12 01:15:47.368421;7.311038316556926
event_016;STA10;HHZ;1050110147.9638972;1050110148.3997858;0.0;0.0;0.0;1050110147.3684211;2003-04-12 01:15:47.368421;1.7864283305809843
event_016;STA11;HHZ;1050110148.935941;1050110150.0833656;0.0;0.0;0.0;1050110147.3684211;2003-04-12 01:15:47.368421;4.70255971159298
event_016;STA12;HHZ;1050110148.7478435;1050110149.7575808;0.0;0.0;0.0;1050110147.3684211;2003-04-12 01:15:47.368421;4.13826741714839
event_016;STA13;HHZ;1050110149.5321965;1050110151.1160802;0.0;0.0;0.0;1050110147.3684211;2003-04-12 01:15:47.368421;6.491326289819133
event_016;STA14;HHZ;1050110150.8818849;1050110153.4537405;0.0;0.0;0.0;1050110147.3684211;2003-04-12 01:15:47.368421;10.540391469018724
event_017;STA00;HHZ;1050655832.4213208;1050655833.0379381;0.0;0.0;0.0;1050655831.5789474;2003-04-18 08:50:31.578947;2.527120192741653
event_017;STA01;HHZ;1050655832.4884154;1050655833.1541458;0.0;0.0;0.0;1050655831.5789474;2003-04-18 08:50:31.578947;2.7284038042876935
event_017;STA02;HHZ;1050655832.1502033;1050655832.5683626;0.0;0.0;-9.69400265939331;1050655831.5789474;2003-04-18 08:50:31.578947;1.7137676949853666
event_017;STA03;HHZ;1050655834.6203797;1050655836.846708;0.0;0.0;0.0;1050655831.5789474;2003-04-18 08:50:31.578947;9.124296802271566
event_017;STA04;HHZ;1050655832.4137194;1050655833.0247725;0.0;0.0;0.0;1050655831.5789474;2003-04-18 08:50:31.578947;2.504315977861156
event_017;STA05;HHZ;1050655834.3635782;1050655836.4019278;0.0;0.0;4.444444444444443;1050655831.5789474;2003-04-18 08:50:31.578947;8.353892230366139
event_017;STA06;HHZ;1050655832.9135243;1050655833.8904346;0.0;0.0;0.0;1050655831.5789474;2003-04-18 08:50:31.578947;4.003730623382175
event_017;STA07;HHZ;1050655832.6982684;1050655833.5176114;0.0;0.0;26.842105263157894;1050655831.5789474;2003-04-18 08:50:31.578947;3.3579630561591594
event_017;STA08;HHZ;1050655832.800273;1050655833.6942832;0.0;0.0;0.0;1050655831.5789474;2003-04-18 08:50:31.578947;3.6639765330267746
event_017;STA09;HHZ;1050655833.6029805;1050655835.0845728;0.0;0.0;0.0;1050655831.5789474;2003-04-18 08:50:31.578947;6.072099376837599
event_017;STA10;HHZ;1050655832.1309407;1050655832.5349997;0.0;0.0;0.0;1050655831.5789474;2003-04-18 08:50:31.578947;1.6559796389441637
event_017;STA11;HHZ;1050655833.595025;1050655835.0707937;0.0;0.0;0.0;1050655831.5789474;2003-04-18 08:50:31.578947;6.048232622845493
event_017;STA12;HHZ;1050655832.5334821;1050655833.2322013;0.0;0.0;0.0;1050655831.5789474;2003-04-18 08:50:31.578947;2.8636038477149732
event_017;STA13;HHZ;1050655833.66854;1050655835.1981218;0.0;0.0;0.0;1050655831.5789474;2003-04-18 08:50:31.578947;6.268777681574736
event_017;STA14;HHZ;1050655835.5568674;1050655838.4687048;0.0;0.0;0.0;1050655831.5789474;2003-04-18 08:50:31.578947;11.9337598647695
event_018;STA00;HHZ;1051201516.5768751;1051201517.153253;0.0;0.0;0.0;1051201515.7894737;2003-04-24 16:25:15.789474;2.3622043915251325
event_018;STA01;HHZ;1051201517.0320835;1051201517.941674;0.0;0.0;0.0;1051201515.7894737;2003-04-24 16:25:15.789474;3.7278296635996115
event_018;STA02;HHZ;1051201516.859707;1051201517.6431179;0.0;0.0;-6.142127126896683;1051201515.7894737;2003-04-24 16:25:15.789474;3.2107002020579465
event_018;STA03;HHZ;1051201519.2915072;1051201521.8549957;0.0;0.0;0.0;1051201515.7894737;2003-04-24 16:25:15.789474;10.506100680475903
event_018;STA04;HHZ;1051201516.3319432;1051201516.7290308;0.0;0.0;0.0;1051201515.7894737;2003-04-24 16:25:15.789474;1.6274084634220143
event_018;STA05;HHZ;1051201519.0380343;1051201521.4159807;0.0;0.0;2.2222222222222214;1051201515.7894737;2003-04-24 16:25:15.789474;9.745681923884757
event_018;STA06;HHZ;1051201516.9854271;1051201517.8608651;0.0;0.0;0.0;1051201515.7894737;2003-04-24 16:25:15.789474;3.5878606048636055
event_018;STA07;HHZ;1051201516.9984956;1051201517.8834997;0.0;0.0;28.42105263157895;1051201515.7894737;2003-04-24 16:25:15.789474;3.6270658882480626
event_018;STA08;HHZ;1051201516.6952436;1051201517.3582671;0.0;0.0;0.0;1051201515.7894737;2003-04-24 16:25:15.789474;2.7173097050306296
event_018;STA09;HHZ;1051201517.9652684;1051201519.55795;0.0;0.0;0.0;1051201515.7894737;2003-04-24 16:25:15.789474;6.527384087039098
event_018;STA10;HHZ;1051201516.2676771;1051201516.6177219;0.0;0.0;0.0;1051201515.7894737;2003-04-24 16:25:15.789474;1.4346100709117477
event_018;STA11;HHZ;1051201517.7188803;1051201519.131206;0.0;0.0;0.0;1051201515.7894737;2003-04-24 16:25:15.789474;5.788219972402591
event_018;STA12;HHZ;1051201517.2796327;1051201518.3704292;0.0;0.0;0.0;1051201515.7894737;2003-04-24 16:25:15.789474;4.470477281245544
event_018;STA13;HHZ;1051201517.550832;1051201518.8401464;0.0;0.0;0.0;1051201515.7894737;2003-04-24 16:25:15.789474;5.284075309639114
event_018;STA14;HHZ;1051201519.5522852;1051201522.3066633;0.0;0.0;0.0;1051201515.7894737;2003-04-24 16:25:15.789474;11.288434615860654
event_019;STA00;HHZ;1051747200.9771786;1051747201.6924734;0.0;0.0;0.0;1051747200.0;2003-05-01 00:00:00.000000;2.9315358469632047
event_019;STA01;HHZ;1051747201.0295496;1051747201.78318;0.0;0.0;0.0;1051747200.0;2003-05-01 00:00:00.000000;3.0886489404443185
event_019;STA02;HHZ;1051747200.7057909;1051747201.2224298;0.0;0.0;-4.898587196589413e-15;1051747200.0;2003-05-01 00:00:00.000000;2.1173725197484696
event_019;STA03;HHZ;1051747203.0074121;1051747205.2088379;0.0;0.0;0.0;1051747200.0;2003-05-01 00:00:00.000000;9.022236399361054
event_019;STA04;HHZ;1051747200.9395066;1051747201.6272255;0.0;0.0;0.0;1051747200.0;2003-05-01 00:00:00.000000;2.818519888099585
event_019;STA05;HHZ;1051747202.7528216;1051747204.767887;0.0;0.0;0.0;1051747200.0;2003-05-01 00:00:00.000000;8.25846484063889
event_019;STA06;HHZ;1051747201.4469485;1051747202.5061148;0.0;0.0;0.0;1051747200.0;2003-05-01 00:00:00.000000;4.340845622678888
event_019;STA07;HHZ;1051747201.240438;1051747202.1484386;0.0;0.0;30.0;1051747200.0;2003-05-01 00:00:00.000000;3.7213140078338607
event_019;STA08;HHZ;1051747201.3246723;1051747202.2943324;0.0;0.0;0.0;1051747200.0;2003-05-01 00:00:00.000000;3.974016926948026
event_019;STA09;HHZ;1051747202.1161182;1051747203.6651167;0.0;0.0;0.0;1051747200.0;2003-05-01 00:00:00.000000;6.348354423520272
event_019;STA10;HHZ;1051747200.6973033;1051747201.2077293;0.0;0.0;0.0;1051747200.0;2003-05-01 00:00:00.000000;2.0919100135163777
event_019;STA11;HHZ;1051747202.0023388;1051747203.4680507;0.0;0.0;0.0;1051747200.0;2003-05-01 00:00:00.000000;6.007016307183516
event_019;STA12;HHZ;1051747201.0314556;1051747201.7864811;0.0;0.0;0.0;1051747200.0;2003-05-01 00:00:00.000000;3.094366789475359
event_019;STA13;HHZ;1051747202.1791475;1051747203.7742834;0.0;0.0;0.0;1051747200.0;2003-05-01 00:00:00.000000;6.537442477976506
event_019;STA14;HHZ;1051747203.9543072;1051747206.84886;0.0;0.0;0.0;1051747200.0;2003-05-01 00:00:00.000000;11.862921566865397
