evt1; evt2; station; channel; dtP; dtS; dtPerr; dtSerr
event_002; event_009; STA02; HHZ; -3819776.721048951; -3819776.8589298725; 0.0; 0.0
event_002; event_009; STA03; HHZ; -3819789.7233384848; -3819789.9060852528; 0.0; 0.0
event_002; event_009; STA04; HHZ; -3819789.3293195963; -3819789.223644495; 0.0; 0.0
event_002; event_009; STA05; HHZ; -3819778.059318781; -3819778.244003296; 0.0; 0.0
event_002; event_009; STA06; HHZ; -3819789.3842657804; -3819789.3188112974; 0.0; 0.0
event_002; event_009; STA07; HHZ; -3819800.525883436; -3819800.5255669355; 0.0; 0.0
event_002; event_009; STA08; HHZ; -3819789.3201830387; -3819789.207820058; 0.0; 0.0
event_002; event_009; STA09; HHZ; -3819789.505463958; -3819789.5287265778; 0.0; 0.0
event_002; event_009; STA10; HHZ; -3819789.4094959497; -3819789.362510085; 0.0; 0.0
event_002; event_009; STA11; HHZ; -3819789.4497944117; -3819789.432307005; 0.0; 0.0
event_002; event_009; STA12; HHZ; -3819789.703148365; -3819789.871116042; 0.0; 0.0
event_002; event_009; STA13; HHZ; -3819789.3079246283; -3819789.186588526; 0.0; 0.0
event_002; event_009; STA14; HHZ; -3819789.3898688555; -3819789.3285158873; 0.0; 0.0
event_002; event_010; STA00; HHZ; -4365473.324305177; -4365473.060854554; 0.0; 0.0
event_002; event_010; STA01; HHZ; -4365473.544644117; -4365473.442481518; 0.0; 0.0
event_002; event_010; STA02; HHZ; -4365467.270886302; -4365467.295542598; 0.0; 0.0
event_002; event_010; STA03; HHZ; -4365474.12633121; -4365474.44996357; 0.0; 0.0
event_002; event_010; STA04; HHZ; -4365473.408764601; -4365473.2071380615; 0.0; 0.0
event_002; event_010; STA05; HHZ; -4365497.459607363; -4365497.78319788; 0.0; 0.0
event_002; event_010; STA06; HHZ; -4365473.288596153; -4365472.999006391; 0.0; 0.0
event_002; event_010; STA07; HHZ; -4365486.008804083; -4365485.784090877; 0.0; 0.0
event_002; event_010; STA08; HHZ; -4365473.292515874; -4365473.00579524; 0.0; 0.0
event_002; event_010; STA09; HHZ; -4365473.422953248; -4365473.231712818; 0.0; 0.0
event_002; event_010; STA10; HHZ; -4365473.4150772095; -4365473.21807158; 0.0; 0.0
event_002; event_010; STA11; HHZ; -4365473.926320195; -4365474.103544593; 0.0; 0.0
event_002; event_010; STA12; HHZ; -4365473.815316081; -4365473.911285281; 0.0; 0.0
event_002; event_010; STA13; HHZ; -4365473.260132313; -4365472.94970727; 0.0; 0.0
event_002; event_010; STA14; HHZ; -4365473.842545271; -4365473.958446264; 0.0; 0.0
event_002; event_011; STA00; HHZ; -4911157.551638246; -4911157.300490141; 0.0; 0.0
event_002; event_011; STA01; HHZ; -4911157.549048662; -4911157.296004891; 0.0; 0.0
event_002; event_011; STA02; HHZ; -4911156.409608364; -4911156.290445447; 0.0; 0.0
event_002; event_011; STA03; HHZ; -4911158.256662965; -4911158.521592855; 0.0; 0.0
event_002; event_011; STA04; HHZ; -4911157.857588768; -4911157.830396295; 0.0; 0.0
event_002; event_011; STA05; HHZ; -4911179.367943287; -4911179.632997155; 0.0; 0.0
event_002; event_011; STA06; HHZ; -4911157.498015046; -4911157.20761466; 0.0; 0.0
event_002; event_011; STA07; HHZ; -4911171.680271387; -4911171.369177461; 0.0; 0.0
event_002; event_011; STA08; HHZ; -4911157.64555037; -4911157.463145733; 0.0; 0.0
event_002; event_011; STA09; HHZ; -4911157.45156908; -4911157.127170324; 0.0; 0.0
event_002; event_011; STA10; HHZ; -4911157.809594393; -4911157.747269988; 0.0; 0.0
event_002; event_011; STA11; HHZ; -4911158.350778699; -4911158.684601307; 0.0; 0.0
event_002; event_011; STA12; HHZ; -4911157.805258751; -4911157.7397607565; 0.0; 0.0
event_002; event_011; STA13; HHZ; -4911157.555488229; -4911157.307158232; 0.0; 0.0
event_002; event_011; STA14; HHZ; -4911158.294860959; -4911158.587751746; 0.0; 0.0
event_002; event_012; STA00; HHZ; -5456841.653840423; -5456841.323398948; 0.0; 0.0
event_002; event_012; STA01; HHZ; -5456841.700330615; -5456841.403919816; 0.0; 0.0
event_002; event_012; STA02; HHZ; -5456842.151062846; -5456841.985599518; 0.0; 0.0
event_002; event_012; STA03; HHZ; -5456842.48640573; -5456842.76540184; 0.0; 0.0
event_002; event_012; STA04; HHZ; -5456841.975353718; -5456841.8802598715; 0.0; 0.0
event_002; event_012; STA05; HHZ; -5456861.374091268; -5456861.652206659; 0.0; 0.0
event_002; event_012; STA06; HHZ; -5456841.632343292; -5456841.286165953; 0.0; 0.0
event_002; event_012; STA07; HHZ; -5456857.396896243; -5456857.032476902; 0.0; 0.0
event_002; event_012; STA08; HHZ; -5456841.772370338; -5456841.528692603; 0.0; 0.0
event_002; event_012; STA09; HHZ; -5456841.626743078; -5456841.27646625; 0.0; 0.0
event_002; event_012; STA10; HHZ; -5456841.893953085; -5456841.739273906; 0.0; 0.0
event_002; event_012; STA11; HHZ; -5456842.540636539; -5456842.85932982; 0.0; 0.0
event_002; event_012; STA12; HHZ; -5456841.9941596985; -5456841.912831783; 0.0; 0.0
event_002; event_012; STA13; HHZ; -5456841.703522801; -5456841.409448981; 0.0; 0.0
event_002; event_012; STA14; HHZ; -5456842.488859773; -5456842.769652486; 0.0; 0.0
event_002; event_013; STA00; HHZ; -6002526.324858069; -6002526.3314961195; 0.0; 0.0
event_002; event_013; STA01; HHZ; -6002526.423433423; -6002526.502228737; 0.0; 0.0
event_002; event_013; STA02; HHZ; -6002524.164124012; -6002524.299615622; 0.0; 0.0
event_002; event_013; STA03; HHZ; -6002526.511359453; -6002526.654516578; 0.0; 0.0
event_002; event_013; STA04; HHZ; -6002526.2923702; -6002526.275227189; 0.0; 0.0
event_002; event_013; STA05; HHZ; -6002543.181656122; -6002543.327470422; 0.0; 0.0
event_002; event_013; STA06; HHZ; -6002526.284969807; -6002526.262409568; 0.0; 0.0
event_002; event_013; STA07; HHZ; -6002543.714595318; -6002543.736837029; 0.0; 0.0
event_002; event_013; STA08; HHZ; -6002526.254528046; -6002526.20968461; 0.0; 0.0
event_002; event_013; STA09; HHZ; -6002526.3499747515; -6002526.374998331; 0.0; 0.0
event_002; event_013; STA10; HHZ; -6002526.358976603; -6002526.390589356; 0.0; 0.0
event_002; event_013; STA11; HHZ; -6002526.346662283; -6002526.369261146; 0.0; 0.0
event_002; event_013; STA12; HHZ; -6002526.513527393; -6002526.658271432; 0.0; 0.0
event_002; event_013; STA13; HHZ; -6002526.224906087; -6002526.158379436; 0.0; 0.0
event_002; event_013; STA14; HHZ; -6002526.288169622; -6002526.267951608; 0.0; 0.0
event_002; event_014; STA00; HHZ; -6548210.537662983; -6548210.545969009; 0.0; 0.0
event_002; event_014; STA01; HHZ; -6548210.4746876955; -6548210.436895847; 0.0; 0.0
event_002; event_014; STA02; HHZ; -6548202.415369153; -6548202.369333625; 0.0; 0.0
event_002; event_014; STA03; HHZ; -6548210.483665347; -6548210.45244503; 0.0; 0.0
event_002; event_014; STA04; HHZ; -6548210.5942441225; -6548210.643967509; 0.0; 0.0
event_002; event_014; STA05; HHZ; -6548224.92772758; -6548224.896227837; 0.0; 0.0
event_002; event_014; STA06; HHZ; -6548210.534921646; -6548210.541221023; 0.0; 0.0
event_002; event_014; STA07; HHZ; -6548229.451967955; -6548229.4360717535; 0.0; 0.0
event_002; event_014; STA08; HHZ; -6548210.570126653; -6548210.602196097; 0.0; 0.0
event_002; event_014; STA09; HHZ; -6548210.481373906; -6548210.448476434; 0.0; 0.0
event_002; event_014; STA10; HHZ; -6548210.574349284; -6548210.6095097065; 0.0; 0.0
event_002; event_014; STA11; HHZ; -6548210.602743745; -6548210.658689141; 0.0; 0.0
event_002; event_014; STA12; HHZ; -6548210.445664406; -6548210.386627436; 0.0; 0.0
event_002; event_014; STA13; HHZ; -6548210.559231997; -6548210.583326697; 0.0; 0.0
event_002; event_014; STA14; HHZ; -6548210.607163906; -6548210.666344643; 0.0; 0.0
event_002; event_015; STA00; HHZ; -7093894.557320118; -7093894.425909996; 0.0; 0.0
event_002; event_015; STA01; HHZ; -7093894.493792295; -7093894.315879822; 0.0; 0.0
event_002; event_015; STA02; HHZ; -7093880.127880812; -7093880.0140657425; 0.0; 0.0
event_002; event_015; STA03; HHZ; -7093894.921776652; -7093895.057148695; 0.0; 0.0
event_002; event_015; STA04; HHZ; -7093894.766200066; -7093894.787689924; 0.0; 0.0
event_002; event_015; STA05; HHZ; -7093907.144367337; -7093907.28000927; 0.0; 0.0
event_002; event_015; STA06; HHZ; -7093894.522318482; -7093894.3652870655; 0.0; 0.0
event_002; event_015; STA07; HHZ; -7093915.007235289; -7093914.819900036; 0.0; 0.0
event_002; event_015; STA08; HHZ; -7093894.63189137; -7093894.55506742; 0.0; 0.0
event_002; event_015; STA09; HHZ; -7093894.444941521; -7093894.231270313; 0.0; 0.0
event_002; event_015; STA10; HHZ; -7093894.722681403; -7093894.712315559; 0.0; 0.0
event_002; event_015; STA11; HHZ; -7093895.068736434; -7093895.311683178; 0.0; 0.0
event_002; event_015; STA12; HHZ; -7093894.613005519; -7093894.522356987; 0.0; 0.0
event_002; event_015; STA13; HHZ; -7093894.570573688; -7093894.448865294; 0.0; 0.0
event_002; event_015; STA14; HHZ; -7093895.037169814; -7093895.257009625; 0.0; 0.0
event_002; event_016; STA00; HHZ; -7639578.966674447; -7639578.98080647; 0.0; 0.0
event_002; event_016; STA01; HHZ; -7639579.135000706; -7639579.27234745; 0.0; 0.0
event_002; event_016; STA02; HHZ; -7639560.327404022; -7639560.497060657; 0.0; 0.0
event_002; event_016; STA03; HHZ; -7639579.109099388; -7639579.227486253; 0.0; 0.0
event_002; event_016; STA04; HHZ; -7639578.793305278; -7639578.680530906; 0.0; 0.0
event_002; event_016; STA05; HHZ; -7639589.111866832; -7639589.232279658; 0.0; 0.0
event_002; event_016; STA06; HHZ; -7639578.95260036; -7639578.956430078; 0.0; 0.0
event_002; event_016; STA07; HHZ; -7639601.151960015; -7639601.224668503; 0.0; 0.0
event_002; event_016; STA08; HHZ; -7639578.849394083; -7639578.777676821; 0.0; 0.0
event_002; event_016; STA09; HHZ; -7639579.094987631; -7639579.203044772; 0.0; 0.0
event_002; event_016; STA10; HHZ; -7639578.893063903; -7639578.85331285; 0.0; 0.0
event_002; event_016; STA11; HHZ; -7639578.752636433; -7639578.61009264; 0.0; 0.0
event_002; event_016; STA12; HHZ; -7639579.212053657; -7639579.405803204; 0.0; 0.0
event_002; event_016; STA13; HHZ; -7639578.863250732; -7639578.801676631; 0.0; 0.0
event_002; event_016; STA14; HHZ; -7639578.722059488; -7639578.557133198; 0.0; 0.0
event_002; event_017; STA00; HHZ; -8185262.953231692; -8185262.803418279; 0.0; 0.0
event_002; event_017; STA01; HHZ; -8185262.902548313; -8185262.715634584; 0.0; 0.0
event_002; event_017; STA02; HHZ; -8185243.55376637; -8185243.39556396; 0.0; 0.0
event_002; event_017; STA03; HHZ; -8185263.2900521755; -8185263.386791229; 0.0; 0.0
event_002; event_017; STA04; HHZ; -8185263.124743581; -8185263.100476742; 0.0; 0.0
event_002; event_017; STA05; HHZ; -8185271.066598296; -8185271.162435889; 0.0; 0.0
event_002; event_017; STA06; HHZ; -8185262.945919275; -8185262.790753245; 0.0; 0.0
event_002; event_017; STA07; HHZ; -8185286.588344693; -8185286.402591944; 0.0; 0.0
event_002; event_017; STA08; HHZ; -8185263.032704949; -8185262.9410659075; 0.0; 0.0
event_002; event_017; STA09; HHZ; -8185262.892534256; -8185262.698290348; 0.0; 0.0
event_002; event_017; STA10; HHZ; -8185263.06010735; -8185262.988526821; 0.0; 0.0
event_002; event_017; STA11; HHZ; -8185263.411720395; -8185263.597520828; 0.0; 0.0
event_002; event_017; STA12; HHZ; -8185262.997692227; -8185262.880423784; 0.0; 0.0
event_002; event_017; STA13; HHZ; -8185262.999594212; -8185262.883718252; 0.0; 0.0
event_002; event_017; STA14; HHZ; -8185263.397041917; -8185263.57209754; 0.0; 0.0
event_002; event_018; STA00; HHZ; -8730947.108785987; -8730946.91873312; 0.0; 0.0
event_002; event_018; STA01; HHZ; -8730947.446216464; -8730947.503162742; 0.0; 0.0
event_002; event_018; STA02; HHZ; -8730931.815145493; -8730932.022194743; 0.0; 0.0
event_002; event_018; STA03; HHZ; -8730947.961179733; -8730948.395078897; 0.0; 0.0
event_002; event_018; STA04; HHZ; -8730947.04296732; -8730946.804735065; 0.0; 0.0
event_002; event_018; STA05; HHZ; -8730953.518832207; -8730953.954266548; 0.0; 0.0
event_002; event_018; STA06; HHZ; -8730947.017822146; -8730946.761183739; 0.0; 0.0
event_002; event_018; STA07; HHZ; -8730972.467519164; -8730972.347427607; 0.0; 0.0
event_002; event_018; STA08; HHZ; -8730946.927675605; -8730946.60504973; 0.0; 0.0
event_002; event_018; STA09; HHZ; -8730947.254822135; -8730947.171667576; 0.0; 0.0
event_002; event_018; STA10; HHZ; -8730947.196843743; -8730947.071249008; 0.0; 0.0
event_002; event_018; STA11; HHZ; -8730947.535575747; -8730947.657933116; 0.0; 0.0
event_002; event_018; STA12; HHZ; -8730947.74384284; -8730948.018651605; 0.0; 0.0
event_002; event_018; STA13; HHZ; -8730946.881886244; -8730946.525742888; 0.0; 0.0
event_002; event_018; STA14; HHZ; -8730947.39245975; -8730947.410055995; 0.0; 0.0
event_002; event_019; STA00; HHZ; -9276631.50908947; -9276631.457953572; 0.0; 0.0
event_002; event_019; STA01; HHZ; -9276631.443682551; -9276631.344668746; 0.0; 0.0
event_002; event_019; STA02; HHZ; -9276621.803356528; -9276621.743633747; 0.0; 0.0
event_002; event_019; STA03; HHZ; -9276631.677084565; -9276631.748921037; 0.0; 0.0
event_002; event_019; STA04; HHZ; -9276631.650530815; -9276631.702929735; 0.0; 0.0
event_002; event_019; STA05; HHZ; -9276635.011397243; -9276635.083950639; 0.0; 0.0
event_002; event_019; STA06; HHZ; -9276631.479343534; -9276631.406433463; 0.0; 0.0
event_002; event_019; STA07; HHZ; -9276658.288408995; -9276658.191313863; 0.0; 0.0
event_002; event_019; STA08; HHZ; -9276631.55710435; -9276631.541115046; 0.0; 0.0
event_002; event_019; STA09; HHZ; -9276631.405671954; -9276631.278834224; 0.0; 0.0
event_002; event_019; STA10; HHZ; -9276631.62646997; -9276631.661256433; 0.0; 0.0
event_002; event_019; STA11; HHZ; -9276631.819034219; -9276631.994777799; 0.0; 0.0
event_002; event_019; STA12; HHZ; -9276631.495665789; -9276631.434703588; 0.0; 0.0
event_002; event_019; STA13; HHZ; -9276631.510201693; -9276631.459879875; 0.0; 0.0
event_002; event_019; STA14; HHZ; -9276631.794481754; -9276631.952252746; 0.0; 0.0
event_003; event_004; STA00; HHZ; -545683.9898461103; -545683.8283082247; 0.0; 0.0
event_003; event_004; STA01; HHZ; -545684.0597275496; -545683.9493427277; 0.0; 0.0
event_003; event_004; STA02; HHZ; -545679.7243622541; -545679.6600160599; 0.0; 0.0
event_003; event_004; STA03; HHZ; -545684.353415966; -545684.4580111504; 0.0; 0.0
event_003; event_004; STA04; HHZ; -545684.0871977806; -545683.9969211817; 0.0; 0.0
event_003; event_004; STA05; HHZ; -545682.6851677895; -545682.7886052132; 0.0; 0.0
event_003; event_004; STA06; HHZ; -545684.0012433529; -545683.8480482101; 0.0; 0.0
event_003; event_004; STA07; HHZ; -545685.5861330032; -545685.4372876883; 0.0; 0.0
event_003; event_004; STA08; HHZ; -545684.0320831537; -545683.9014626741; 0.0; 0.0
event_003; event_004; STA09; HHZ; -545684.0431355238; -545683.9206054211; 0.0; 0.0
event_003; event_004; STA10; HHZ; -545684.0444892645; -545683.9229499102; 0.0; 0.0
event_003; event_004; STA11; HHZ; -545684.3142954111; -545684.3902541399; 0.0; 0.0
event_003; event_004; STA12; HHZ; -545684.1848359108; -545684.166030407; 0.0; 0.0
event_003; event_004; STA13; HHZ; -545684.0269914865; -545683.8926440477; 0.0; 0.0
event_003; event_004; STA14; HHZ; -545684.3018263578; -545684.3686579466; 0.0; 0.0
event_003; event_005; STA00; HHZ; -1091368.418601036; -1091368.4168064594; 0.0; 0.0
event_003; event_005; STA01; HHZ; -1091368.4247146845; -1091368.4273951054; 0.0; 0.0
event_003; event_005; STA02; HHZ; -1091357.5937105417; -1091357.5763893127; 0.0; 0.0
event_003; event_005; STA03; HHZ; -1091368.381584525; -1091368.3526937962; 0.0; 0.0
event_003; event_005; STA04; HHZ; -1091368.3877766132; -1091368.36341846; 0.0; 0.0
event_003; event_005; STA05; HHZ; -1091365.047451377; -1091365.0179753304; 0.0; 0.0
event_003; event_005; STA06; HHZ; -1091368.434812069; -1091368.4448839426; 0.0; 0.0
event_003; event_005; STA07; HHZ; -1091371.592716813; -1091371.6027960777; 0.0; 0.0
event_003; event_005; STA08; HHZ; -1091368.4184279442; -1091368.4165065289; 0.0; 0.0
event_003; event_005; STA09; HHZ; -1091368.4477198124; -1091368.467239976; 0.0; 0.0
event_003; event_005; STA10; HHZ; -1091368.378149271; -1091368.346743822; 0.0; 0.0
event_003; event_005; STA11; HHZ; -1091368.3649591208; -1091368.3238985538; 0.0; 0.0
event_003; event_005; STA12; HHZ; -1091368.4050383568; -1091368.393315792; 0.0; 0.0
event_003; event_005; STA13; HHZ; -1091368.436395049; -1091368.4476257563; 0.0; 0.0
event_003; event_005; STA14; HHZ; -1091368.3764650822; -1091368.3438267708; 0.0; 0.0
event_003; event_006; STA00; HHZ; -1637052.712193489; -1637052.7712033987; 0.0; 0.0
event_003; event_006; STA01; HHZ; -1637052.9642295837; -1637053.2077299356; 0.0; 0.0
event_003; event_006; STA02; HHZ; -1637036.477324009; -1637036.7413692474; 0.0; 0.0
event_003; event_006; STA03; HHZ; -1637052.812288642; -1637052.9445681572; 0.0; 0.0
event_003; event_006; STA04; HHZ; -1637052.409582138; -1637052.2470805645; 0.0; 0.0
event_003; event_006; STA05; HHZ; -1637047.8149129152; -1637047.949113369; 0.0; 0.0
event_003; event_006; STA06; HHZ; -1637052.6910732985; -1637052.734623313; 0.0; 0.0
event_003; event_006; STA07; HHZ; -1637057.580341816; -1637057.7354679108; 0.0; 0.0
event_003; event_006; STA08; HHZ; -1637052.5105080605; -1637052.42188406; 0.0; 0.0
event_003; event_006; STA09; HHZ; -1637052.90964818; -1637053.1131948233; 0.0; 0.0
event_003; event_006; STA10; HHZ; -1637052.5753610134; -1637052.5342094898; 0.0; 0.0
event_003; event_006; STA11; HHZ; -1637052.3366202116; -1637052.1207102537; 0.0; 0.0
event_003; event_006; STA12; HHZ; -1637053.0185996294; -1637053.301898837; 0.0; 0.0
event_003; event_006; STA13; HHZ; -1637052.5429480076; -1637052.47807014; 0.0; 0.0
event_003; event_006; STA14; HHZ; -1637052.2790720463; -1637052.0210369825; 0.0; 0.0
event_003; event_007; STA00; HHZ; -2182737.137927413; -2182737.35446918; 0.0; 0.0
event_003; event_007; STA01; HHZ; -2182737.100498438; -2182737.289642215; 0.0; 0.0
event_003; event_007; STA02; HHZ; -2182717.911637783; -2182718.0529948473; 0.0; 0.0
event_003; event_007; STA03; HHZ; -2182736.63232708; -2182736.4787693024; 0.0; 0.0
event_003; event_007; STA04; HHZ; -2182737.015977502; -2182737.143252015; 0.0; 0.0
event_003; event_007; STA05; HHZ; -2182729.9685480595; -2182729.817103982; 0.0; 0.0
event_003; event_007; STA06; HHZ; -2182737.141725421; -2182737.3610475063; 0.0; 0.0
event_003; event_007; STA07; HHZ; -2182743.461735964; -2182743.6841477156; 0.0; 0.0
event_003; event_007; STA08; HHZ; -2182737.088629365; -2182737.2690850496; 0.0; 0.0
event_003; event_007; STA09; HHZ; -2182737.124206543; -2182737.330704689; 0.0; 0.0
event_003; event_007; STA10; HHZ; -2182737.0659435987; -2182737.229793191; 0.0; 0.0
event_003; event_007; STA11; HHZ; -2182736.6461191177; -2182736.502657175; 0.0; 0.0
event_003; event_007; STA12; HHZ; -2182736.9526706934; -2182737.0336045027; 0.0; 0.0
event_003; event_007; STA13; HHZ; -2182737.106888056; -2182737.3007091284; 0.0; 0.0
event_003; event_007; STA14; HHZ; -2182736.660210252; -2182736.527063012; 0.0; 0.0
event_003; event_008; STA00; HHZ; -2728420.8017739058; -2728420.618146062; 0.0; 0.0
event_003; event_008; STA01; HHZ; -2728421.083416581; -2728421.105951071; 0.0; 0.0
event_003; event_008; STA02; HHZ; -2728403.6695771217; -2728403.776700616; 0.0; 0.0
event_003; event_008; STA03; HHZ; -2728421.3675373793; -2728421.5980483294; 0.0; 0.0
event_003; event_008; STA04; HHZ; -2728420.745788336; -2728420.521178961; 0.0; 0.0
event_003; event_008; STA05; HHZ; -2728413.033326745; -2728413.263195634; 0.0; 0.0
event_003; event_008; STA06; HHZ; -2728420.7888356447; -2728420.5957369804; 0.0; 0.0
event_003; event_008; STA07; HHZ; -2728428.8105927706; -2728428.7104730606; 0.0; 0.0
event_003; event_008; STA08; HHZ; -2728420.711956978; -2728420.462583065; 0.0; 0.0
event_003; event_008; STA09; HHZ; -2728420.987830758; -2728420.940396428; 0.0; 0.0
event_003; event_008; STA10; HHZ; -2728420.790471554; -2728420.598570347; 0.0; 0.0
event_003; event_008; STA11; HHZ; -2728421.071371317; -2728421.0850886106; 0.0; 0.0
event_003; event_008; STA12; HHZ; -2728421.2693669796; -2728421.4280171394; 0.0; 0.0
event_003; event_008; STA13; HHZ; -2728420.7267582417; -2728420.4882190228; 0.0; 0.0
event_003; event_008; STA14; HHZ; -2728421.0089764595; -2728420.9770208597; 0.0; 0.0
event_003; event_009; STA00; HHZ; -3274105.3865219355; -3274105.476824403; 0.0; 0.0
event_003; event_009; STA01; HHZ; -3274105.5356777906; -3274105.7351623774; 0.0; 0.0
event_003; event_009; STA02; HHZ; -3274093.1170060635; -3274093.3062838316; 0.0; 0.0
event_003; event_009; STA03; HHZ; -3274105.290218234; -3274105.310026288; 0.0; 0.0
event_003; event_009; STA04; HHZ; -3274105.1539860964; -3274105.074072242; 0.0; 0.0
event_003; event_009; STA05; HHZ; -3274095.2922307253; -3274095.3135119677; 0.0; 0.0
event_003; event_009; STA06; HHZ; -3274105.3875294924; -3274105.4785693884; 0.0; 0.0
event_003; event_009; STA07; HHZ; -3274114.953098178; -3274115.111397624; 0.0; 0.0
event_003; event_009; STA08; HHZ; -3274105.2559314966; -3274105.2506417036; 0.0; 0.0
event_003; event_009; STA09; HHZ; -3274105.5250384808; -3274105.716734886; 0.0; 0.0
event_003; event_009; STA10; HHZ; -3274105.255037546; -3274105.2490934134; 0.0; 0.0
event_003; event_009; STA11; HHZ; -3274104.97947073; -3274104.7718114853; 0.0; 0.0
event_003; event_009; STA12; HHZ; -3274105.5224803686; -3274105.7123043537; 0.0; 0.0
event_003; event_009; STA13; HHZ; -3274105.2924792767; -3274105.3139424324; 0.0; 0.0
event_003; event_009; STA14; HHZ; -3274104.961891532; -3274104.741364479; 0.0; 0.0
event_003; event_010; STA00; HHZ; -3819789.294503689; -3819789.163343668; 0.0; 0.0
event_003; event_010; STA01; HHZ; -3819789.5016177893; -3819789.5220651627; 0.0; 0.0
event_003; event_010; STA02; HHZ; -3819783.6668434143; -3819783.742896557; 0.0; 0.0
event_003; event_010; STA03; HHZ; -3819789.6932109594; -3819789.853904605; 0.0; 0.0
event_003; event_010; STA04; HHZ; -3819789.233431101; -3819789.0575658083; 0.0; 0.0
event_003; event_010; STA05; HHZ; -3819814.692519307; -3819814.8527065516; 0.0; 0.0
event_003; event_010; STA06; HHZ; -3819789.291859865; -3819789.1587644815; 0.0; 0.0
event_003; event_010; STA07; HHZ; -3819800.4360188246; -3819800.369921565; 0.0; 0.0
event_003; event_010; STA08; HHZ; -3819789.228264332; -3819789.048616886; 0.0; 0.0
event_003; event_010; STA09; HHZ; -3819789.442527771; -3819789.4197211266; 0.0; 0.0
event_003; event_010; STA10; HHZ; -3819789.260618806; -3819789.104654908; 0.0; 0.0
event_003; event_010; STA11; HHZ; -3819789.4559965134; -3819789.443049073; 0.0; 0.0
event_003; event_010; STA12; HHZ; -3819789.6346480846; -3819789.7524735928; 0.0; 0.0
event_003; event_010; STA13; HHZ; -3819789.244686961; -3819789.0770611763; 0.0; 0.0
event_003; event_010; STA14; HHZ; -3819789.4145679474; -3819789.371294856; 0.0; 0.0
event_003; event_011; STA00; HHZ; -4365473.521836758; -4365473.402979255; 0.0; 0.0
event_003; event_011; STA01; HHZ; -4365473.506022334; -4365473.375588536; 0.0; 0.0
event_003; event_011; STA02; HHZ; -4365472.805565476; -4365472.737799406; 0.0; 0.0
event_003; event_011; STA03; HHZ; -4365473.823542714; -4365473.925533891; 0.0; 0.0
event_003; event_011; STA04; HHZ; -4365473.682255268; -4365473.680824041; 0.0; 0.0
event_003; event_011; STA05; HHZ; -4365496.600855231; -4365496.702505827; 0.0; 0.0
event_003; event_011; STA06; HHZ; -4365473.501278758; -4365473.367372751; 0.0; 0.0
event_003; event_011; STA07; HHZ; -4365486.107486129; -4365485.955008149; 0.0; 0.0
event_003; event_011; STA08; HHZ; -4365473.581298828; -4365473.505967379; 0.0; 0.0
event_003; event_011; STA09; HHZ; -4365473.471143603; -4365473.315178633; 0.0; 0.0
event_003; event_011; STA10; HHZ; -4365473.655135989; -4365473.633853316; 0.0; 0.0
event_003; event_011; STA11; HHZ; -4365473.880455017; -4365474.024105787; 0.0; 0.0
event_003; event_011; STA12; HHZ; -4365473.6245907545; -4365473.580949068; 0.0; 0.0
event_003; event_011; STA13; HHZ; -4365473.540042877; -4365473.434512138; 0.0; 0.0
event_003; event_011; STA14; HHZ; -4365473.8668836355; -4365474.000600338; 0.0; 0.0
event_003; event_012; STA00; HHZ; -4911157.624038935; -4911157.4258880615; 0.0; 0.0
event_003; event_012; STA01; HHZ; -4911157.657304287; -4911157.483503461; 0.0; 0.0
event_003; event_012; STA02; HHZ; -4911158.5470199585; -4911158.432953477; 0.0; 0.0
event_003; event_012; STA03; HHZ; -4911158.05328548; -4911158.1693428755; 0.0; 0.0
event_003; event_012; STA04; HHZ; -4911157.800020218; -4911157.730687618; 0.0; 0.0
event_003; event_012; STA05; HHZ; -4911178.607003212; -4911178.721715331; 0.0; 0.0
event_003; event_012; STA06; HHZ; -4911157.635607004; -4911157.445924044; 0.0; 0.0
event_003; event_012; STA07; HHZ; -4911171.824110985; -4911171.6183075905; 0.0; 0.0
event_003; event_012; STA08; HHZ; -4911157.708118796; -4911157.571514249; 0.0; 0.0
event_003; event_012; STA09; HHZ; -4911157.646317601; -4911157.464474559; 0.0; 0.0
event_003; event_012; STA10; HHZ; -4911157.739494681; -4911157.625857234; 0.0; 0.0
event_003; event_012; STA11; HHZ; -4911158.070312858; -4911158.1988343; 0.0; 0.0
event_003; event_012; STA12; HHZ; -4911157.813491702; -4911157.754020095; 0.0; 0.0
event_003; event_012; STA13; HHZ; -4911157.68807745; -4911157.536802888; 0.0; 0.0
event_003; event_012; STA14; HHZ; -4911158.060882449; -4911158.182501078; 0.0; 0.0
event_003; event_013; STA00; HHZ; -5456842.2950565815; -5456842.433985233; 0.0; 0.0
event_003; event_013; STA01; HHZ; -5456842.380407095; -5456842.581812382; 0.0; 0.0
event_003; event_013; STA02; HHZ; -5456840.560081124; -5456840.746969581; 0.0; 0.0
event_003; event_013; STA03; HHZ; -5456842.0782392025; -5456842.058457613; 0.0; 0.0
event_003; event_013; STA04; HHZ; -5456842.1170367; -5456842.125654936; 0.0; 0.0
event_003; event_013; STA05; HHZ; -5456860.414568067; -5456860.396979094; 0.0; 0.0
event_003; event_013; STA06; HHZ; -5456842.288233519; -5456842.422167659; 0.0; 0.0
event_003; event_013; STA07; HHZ; -5456858.14181006; -5456858.322667718; 0.0; 0.0
event_003; event_013; STA08; HHZ; -5456842.190276504; -5456842.252506256; 0.0; 0.0
